account,protested,year,Neighborhood_Code,neighborhood,neighborhood_group,map_facet,street_address,zipcode,market_value,prior_market_value,change_in_market_value,pct_change_in_market_value
931910000001,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10003 LOCKE LN,77042,507594.0,475323.0,27339.0,0.05751667813255401
931910000002,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10007 LOCKE LN,77042,495500.0,417738.0,77762.0,0.1861501706811446
931910000003,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10011 LOCKE LN,77042,501612.0,423000.0,78612.0,0.1858439716312057
931910000004,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10015 LOCKE LN,77042,526300.0,490403.0,35897.0,0.07319898124603652
931910000005,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10019 LOCKE LN,77042,459000.0,455836.0,3164.0,0.006941092849182651
931910000006,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10023 LOCKE LN,77042,499000.0,408240.0,90760.0,0.22232020380168538
931910000007,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10027 LOCKE LN,77042,565516.0,441000.0,124516.0,0.28234920634920635
931910000008,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10031 LOCKE LN,77042,450000.0,477239.0,-27239.0,-0.057076223862676745
931910000009,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10035 LOCKE LN,77042,522481.0,488274.0,34207.0,0.07005697620598261
931910000010,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10039 LOCKE LN,77042,734635.0,591437.0,143198.0,0.242118771737311
931910000011,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10043 LOCKE LN,77042,598000.0,546900.0,51100.0,0.09343572865240457
931910000012,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10047 LOCKE LN,77042,515444.0,431800.0,83644.0,0.19371005094951377
931910000013,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10051 LOCKE LN,77042,627000.0,464000.0,163000.0,0.3512931034482758
931910000014,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,2618 BRIARBROOK DR,77042,659438.0,582910.0,76528.0,0.13128613336535655
931910000015,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,2614 BRIARBROOK DR,77042,591330.0,551603.0,39727.0,0.07202100061094674
931910000016,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,2610 BRIARBROOK DR,77042,520000.0,436993.0,83007.0,0.18995041110498345
931910000017,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,2606 BRIARBROOK DR,77042,446914.0,414065.0,32849.0,0.07933295497083792
931910000018,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,2602 BRIARBROOK DR,77042,514000.0,464048.0,49952.0,0.10764403682377677
931910000019,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,2514 BRIARBROOK DR,77042,583389.0,520900.0,62489.0,0.11996352466884241
931910000020,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2510 BRIARBROOK DR,77042,607182.0,511191.0,111123.0,0.217380587686403
931910000021,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2506 BRIARBROOK DR,77042,530841.0,454651.0,97980.0,0.21550595951620033
931910000022,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2502 BRIARBROOK DR,77042,667384.0,553460.0,110036.0,0.1988147291583855
931910000023,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2414 BRIARBROOK DR,77042,618204.0,525289.0,92915.0,0.17688358218047595
931910000024,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2410 BRIARBROOK DR,77042,662324.0,544282.0,125282.0,0.23017847365887545
931910000025,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2406 BRIARBROOK DR,77042,543639.0,467309.0,76330.0,0.16333946061385518
931910000026,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2402 BRIARBROOK DR,77042,540449.0,502511.0,37938.0,0.0754968547952184
931910000027,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2314 BRIARBROOK DR,77042,533907.0,439562.0,94345.0,0.21463411304889868
931910000028,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2310 BRIARBROOK DR,77042,560000.0,489000.0,71000.0,0.14519427402862983
931910000029,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2306 BRIARBROOK DR,77042,566491.0,522072.0,44419.0,0.08508213426500566
931910000032,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2206 BRIARBROOK DR,77042,570000.0,535200.0,34800.0,0.06502242152466375
931910000033,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2204 BRIARBROOK DR,77042,1098900.0,869900.0,229000.0,0.263248649270031
931910000034,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,2302 BRIARBROOK DR,77042,990083.0,822061.0,168022.0,0.20439115832036792
931920000039,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10002 LOCKE LN,77042,652947.0,537999.0,108986.0,0.20257658471484152
931920000040,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10006 LOCKE LN,77042,628294.0,555349.0,72945.0,0.1313498358689762
931920000041,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10010 LOCKE LN,77042,701459.0,561455.0,140004.0,0.24935925408091486
931920000042,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10014 LOCKE LN,77042,651286.0,545332.0,99858.0,0.1831141396433733
931920000043,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10018 LOCKE LN,77042,472704.0,441122.0,49992.0,0.11332919237761896
931920000044,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10022 LOCKE LN,77042,530000.0,448300.0,81700.0,0.18224403301360703
931920000045,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10026 LOCKE LN,77042,554337.0,458130.0,96207.0,0.2099993451640365
931920000046,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10030 LOCKE LN,77042,502932.0,484372.0,18560.0,0.03831765667709952
931920000047,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10034 LOCKE LN,77042,502000.0,467765.0,34235.0,0.07318846001731649
931920000048,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10038 LOCKE LN,77042,545425.0,506661.0,22429.0,0.04426825826341485
931920000049,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10042 LOCKE LN,77042,501071.0,413878.0,87193.0,0.21067319354979008
931920000050,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10046 LOCKE LN,77042,465000.0,416846.0,48154.0,0.1155198802435431
931920000051,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10050 LOCKE LN,77042,630831.0,464000.0,166831.0,0.35954956896551726
931920000052,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10051 WICKERSHAM LN,77042,543353.0,502857.0,40496.0,0.08053184106018207
931920000053,Y,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10047 WICKERSHAM LN,77042,620000.0,510000.0,110000.0,0.21568627450980382
931920000054,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10043 WICKERSHAM LN,77042,585832.0,460817.0,127790.0,0.277311817923384
931920000055,N,2022,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10039 WICKERSHAM LN,77042,583797.0,497266.0,81620.0,0.16413750387116743
